Date,Temp,PrevTemp
2632,15.7,15.3
2633,15.3,13.9
2634,13.9,13.7
2635,13.7,15.1
2636,15.1,15.6
2637,15.6,14.4
2638,14.4,13.9
2639,13.9,16.2
2640,16.2,16.7
2641,16.7,15.5
2642,15.5,16.4
2643,16.4,17.5
2644,17.5,18.2
2645,18.2,16.1
2646,16.1,16.5
2647,16.5,14.6
2648,14.6,16.4
2649,16.4,13.6
2650,13.6,15.9
2651,15.9,11.9
2652,11.9,14.7
2653,14.7,9.4
2654,9.4,6.6
2655,6.6,7.9
2656,7.9,11.0
2657,11.0,15.7
2658,15.7,15.2
2659,15.2,15.9
2660,15.9,10.6
2661,10.6,8.3
2662,8.3,8.6
2663,8.6,12.7
2664,12.7,10.5
2665,10.5,12.0
2666,12.0,11.1
2667,11.1,13.0
2668,13.0,12.4
2669,12.4,13.3
2670,13.3,15.9
2671,15.9,12.0
2672,12.0,13.7
2673,13.7,17.6
2674,17.6,14.3
2675,14.3,13.7
2676,13.7,15.2
2677,15.2,14.5
2678,14.5,14.9
2679,14.9,15.5
2680,15.5,16.4
2681,16.4,14.5
2682,14.5,12.6
2683,12.6,13.6
2684,13.6,11.2
2685,11.2,11.0
2686,11.0,12.0
2687,12.0,6.8
2688,6.8,10.6
2689,10.6,13.1
2690,13.1,13.5
2691,13.5,11.7
2692,11.7,13.2
2693,13.2,12.0
2694,12.0,10.4
2695,10.4,10.0
2696,10.0,8.2
2697,8.2,9.4
2698,9.4,10.3
2699,10.3,8.1
2700,8.1,8.7
2701,8.7,12.6
2702,12.6,10.9
2703,10.9,8.7
2704,8.7,9.3
2705,9.3,6.3
2706,6.3,7.8
2707,7.8,10.0
2708,10.0,11.0
2709,11.0,11.1
2710,11.1,12.6
2711,12.6,10.2
2712,10.2,11.1
2713,11.1,8.7
2714,8.7,9.5
2715,9.5,9.7
2716,9.7,8.2
2717,8.2,5.0
2718,5.0,6.5
2719,6.5,12.1
2720,12.1,8.9
2721,8.9,6.1
2722,6.1,2.8
2723,2.8,3.7
2724,3.7,6.8
2725,6.8,6.6
2726,6.6,7.0
2727,7.0,7.3
2728,7.3,7.9
2729,7.9,10.6
2730,10.6,8.1
2731,8.1,6.7
2732,6.7,8.0
2733,8.0,10.0
2734,10.0,6.7
2735,6.7,9.4
2736,9.4,9.3
2737,9.3,6.0
2738,6.0,5.8
2739,5.8,4.9
2740,4.9,5.0
2741,5.0,8.4
2742,8.4,12.3
2743,12.3,13.0
2744,13.0,11.4
2745,11.4,6.8
2746,6.8,7.6
2747,7.6,12.4
2748,12.4,7.1
2749,7.1,7.5
2750,7.5,10.0
2751,10.0,5.3
2752,5.3,6.3
2753,6.3,8.0
2754,8.0,8.3
2755,8.3,9.3
2756,9.3,9.5
2757,9.5,5.6
2758,5.6,7.0
2759,7.0,8.5
2760,8.5,8.5
2761,8.5,8.2
2762,8.2,8.5
2763,8.5,9.6
2764,9.6,9.7
2765,9.7,7.1
2766,7.1,8.4
2767,8.4,9.2
2768,9.2,9.8
2769,9.8,8.1
2770,8.1,9.4
2771,9.4,10.0
2772,10.0,5.1
2773,5.1,6.7
2774,6.7,6.9
2775,6.9,6.8
2776,6.8,8.6
2777,8.6,9.1
2778,9.1,3.9
2779,3.9,4.8
2780,4.8,8.4
2781,8.4,11.6
2782,11.6,12.1
2783,12.1,12.4
2784,12.4,10.0
2785,10.0,10.1
2786,10.1,9.7
2787,9.7,11.7
2788,11.7,7.9
2789,7.9,8.6
2790,8.6,7.7
2791,7.7,5.8
2792,5.8,8.7
2793,8.7,10.6
2794,10.6,6.7
2795,6.7,8.8
2796,8.8,9.7
2797,9.7,9.0
2798,9.0,11.8
2799,11.8,15.2
2800,15.2,10.0
2801,10.0,10.5
2802,10.5,5.5
2803,5.5,9.4
2804,9.4,8.8
2805,8.8,5.3
2806,5.3,13.0
2807,13.0,15.2
2808,15.2,13.2
2809,13.2,11.5
2810,11.5,6.8
2811,6.8,4.7
2812,4.7,5.2
2813,5.2,6.8
2814,6.8,10.7
2815,10.7,10.1
2816,10.1,10.0
2817,10.0,9.8
2818,9.8,5.5
2819,5.5,13.5
2820,13.5,16.6
2821,16.6,8.4
2822,8.4,8.2
2823,8.2,11.1
2824,11.1,10.8
2825,10.8,8.8
2826,8.8,10.8
2827,10.8,8.7
2828,8.7,12.4
2829,12.4,9.0
2830,9.0,13.5
2831,13.5,14.7
2832,14.7,10.9
2833,10.9,8.5
2834,8.5,6.0
2835,6.0,12.7
2836,12.7,11.1
2837,11.1,8.7
2838,8.7,12.3
2839,12.3,13.3
2840,13.3,5.6
2841,5.6,13.7
2842,13.7,8.5
2843,8.5,11.2
2844,11.2,8.7
2845,8.7,11.7
2846,11.7,12.5
2847,12.5,8.2
2848,8.2,15.6
2849,15.6,10.3
2850,10.3,11.4
2851,11.4,9.7
2852,9.7,6.3
2853,6.3,14.3
2854,14.3,11.3
2855,11.3,7.3
2856,7.3,12.8
2857,12.8,11.9
2858,11.9,14.3
2859,14.3,11.6
2860,11.6,13.2
2861,13.2,15.5
2862,15.5,14.1
2863,14.1,9.5
2864,9.5,7.2
2865,7.2,11.8
2866,11.8,16.8
2867,16.8,12.5
2868,12.5,9.4
2869,9.4,11.9
2870,11.9,10.3
2871,10.3,16.9
2872,16.9,17.5
2873,17.5,7.5
2874,7.5,8.6
2875,8.6,11.1
2876,11.1,11.5
2877,11.5,10.7
2878,10.7,15.7
2879,15.7,12.8
2880,12.8,13.0
2881,13.0,12.9
2882,12.9,14.3
2883,14.3,13.7
2884,13.7,12.1
2885,12.1,11.9
2886,11.9,11.8
2887,11.8,11.4
2888,11.4,10.3
2889,10.3,11.7
2890,11.7,12.0
2891,12.0,17.4
2892,17.4,16.8
2893,16.8,16.2
2894,16.2,13.0
2895,13.0,12.5
2896,12.5,12.4
2897,12.4,16.1
2898,16.1,20.2
2899,20.2,14.3
2900,14.3,11.0
2901,11.0,14.4
2902,14.4,15.7
2903,15.7,19.7
2904,19.7,20.7
2905,20.7,23.9
2906,23.9,16.6
2907,16.6,17.5
2908,17.5,14.9
2909,14.9,13.6
2910,13.6,11.9
2911,11.9,15.2
2912,15.2,17.3
2913,17.3,19.8
2914,19.8,15.8
2915,15.8,9.5
2916,9.5,12.9
2917,12.9,12.9
2918,12.9,14.8
2919,14.8,14.1
2920,14.1,14.3
2921,14.3,17.4
2922,17.4,18.5
2923,18.5,16.8
2924,16.8,11.5
2925,11.5,9.5
2926,9.5,12.2
2927,12.2,15.7
2928,15.7,16.3
2929,16.3,13.6
2930,13.6,12.6
2931,12.6,13.8
2932,13.8,12.1
2933,12.1,13.4
2934,13.4,17.3
2935,17.3,19.4
2936,19.4,16.6
2937,16.6,13.9
2938,13.9,13.1
2939,13.1,16.0
2940,16.0,14.5
2941,14.5,15.0
2942,15.0,12.6
2943,12.6,12.5
2944,12.5,15.2
2945,15.2,16.2
2946,16.2,16.5
2947,16.5,20.1
2948,20.1,20.6
2949,20.6,16.9
2950,16.9,16.5
2951,16.5,16.1
2952,16.1,14.4
2953,14.4,16.3
2954,16.3,15.7
2955,15.7,14.2
2956,14.2,13.2
2957,13.2,16.8
2958,16.8,18.5
2959,18.5,16.7
2960,16.7,15.3
2961,15.3,15.9
2962,15.9,15.2
2963,15.2,17.5
2964,17.5,18.3
2965,18.3,19.4
2966,19.4,19.4
2967,19.4,19.5
2968,19.5,20.5
2969,20.5,15.7
2970,15.7,15.0
2971,15.0,16.1
2972,16.1,14.3
2973,14.3,13.0
2974,13.0,16.2
2975,16.2,17.7
2976,17.7,13.2
2977,13.2,15.8
2978,15.8,18.5
2979,18.5,20.4
2980,20.4,22.0
2981,22.0,19.7
2982,19.7,19.6
2983,19.6,20.3
2984,20.3,18.3
2985,18.3,18.9
2986,18.9,20.3
2987,20.3,21.4
2988,21.4,18.3
2989,18.3,17.8
2990,17.8,17.7
2991,17.7,12.8
2992,12.8,15.1
2993,15.1,15.0
2994,15.0,14.8
2995,14.8,12.0
2996,12.0,12.5
2997,12.5,15.0
2998,15.0,17.1
2999,17.1,17.3
3000,17.3,16.9
3001,16.9,16.5
3002,16.5,13.6
3003,13.6,13.2
3004,13.2,9.4
3005,9.4,9.5
3006,9.5,11.8
3007,11.8,10.4
3008,10.4,9.7
3009,9.7,12.6
3010,12.6,13.3
3011,13.3,15.1
3012,15.1,14.2
3013,14.2,14.2
3014,14.2,19.2
3015,19.2,12.6
3016,12.6,14.2
3017,14.2,11.9
3018,11.9,13.9
3019,13.9,13.5
3020,13.5,15.3
3021,15.3,13.9
3022,13.9,14.0
3023,14.0,12.9
3024,12.9,8.5
3025,8.5,11.4
3026,11.4,10.9
3027,10.9,12.0
3028,12.0,8.6
3029,8.6,9.0
3030,9.0,9.6
3031,9.6,10.2
3032,10.2,9.8
3033,9.8,8.3
3034,8.3,11.0
3035,11.0,11.9
3036,11.9,14.0
3037,14.0,15.8
3038,15.8,14.5
3039,14.5,13.2
3040,13.2,14.2
3041,14.2,14.6
3042,14.6,11.8
3043,11.8,14.4
3044,14.4,10.4
3045,10.4,10.3
3046,10.3,10.8
3047,10.8,10.5
3048,10.5,9.5
3049,9.5,12.5
3050,12.5,13.7
3051,13.7,12.7
3052,12.7,11.9
3053,11.9,11.4
3054,11.4,9.7
3055,9.7,8.3
3056,8.3,8.1
3057,8.1,11.7
3058,11.7,11.6
3059,11.6,7.4
3060,7.4,5.2
3061,5.2,11.0
3062,11.0,9.5
3063,9.5,9.2
3064,9.2,10.7
3065,10.7,9.0
3066,9.0,10.2
3067,10.2,10.3
3068,10.3,12.1
3069,12.1,13.2
3070,13.2,6.6
3071,6.6,2.3
3072,2.3,1.4
3073,1.4,2.1
3074,2.1,6.6
3075,6.6,8.9
3076,8.9,7.8
3077,7.8,9.0
3078,9.0,10.3
3079,10.3,7.9
3080,7.9,7.2
3081,7.2,8.6
3082,8.6,8.8
3083,8.8,6.2
3084,6.2,9.5
3085,9.5,10.2
3086,10.2,9.7
3087,9.7,11.2
3088,11.2,10.2
3089,10.2,10.1
3090,10.1,8.1
3091,8.1,6.6
3092,6.6,5.0
3093,5.0,4.7
3094,4.7,5.3
3095,5.3,4.5
3096,4.5,2.3
3097,2.3,1.4
3098,1.4,0.5
3099,0.5,2.4
3100,2.4,8.0
3101,8.0,6.0
3102,6.0,7.1
3103,7.1,9.7
3104,9.7,6.9
3105,6.9,5.3
3106,5.3,7.0
3107,7.0,6.2
3108,6.2,7.0
3109,7.0,9.7
3110,9.7,8.0
3111,8.0,8.5
3112,8.5,7.1
3113,7.1,7.5
3114,7.5,3.3
3115,3.3,1.8
3116,1.8,2.6
3117,2.6,5.3
3118,5.3,5.8
3119,5.8,5.8
3120,5.8,7.2
3121,7.2,5.3
3122,5.3,1.6
3123,1.6,3.1
3124,3.1,5.3
3125,5.3,7.7
3126,7.7,4.2
3127,4.2,5.5
3128,5.5,9.0
3129,9.0,11.2
3130,11.2,8.0
3131,8.0,7.6
3132,7.6,3.7
3133,3.7,7.5
3134,7.5,8.1
3135,8.1,8.4
3136,8.4,7.1
3137,7.1,7.6
3138,7.6,7.6
3139,7.6,5.6
3140,5.6,7.0
3141,7.0,10.5
3142,10.5,7.3
3143,7.3,7.8
3144,7.8,5.8
3145,5.8,3.8
3146,3.8,5.8
3147,5.8,6.7
3148,6.7,6.6
3149,6.6,6.6
3150,6.6,9.0
3151,9.0,8.1
3152,8.1,5.1
3153,5.1,8.6
3154,8.6,7.0
3155,7.0,5.5
3156,5.5,7.4
3157,7.4,6.2
3158,6.2,4.2
3159,4.2,6.3
3160,6.3,7.0
3161,7.0,4.0
3162,4.0,8.0
3163,8.0,8.8
3164,8.8,8.8
3165,8.8,6.1
3166,6.1,8.6
3167,8.6,8.9
3168,8.9,7.8
3169,7.8,5.0
3170,5.0,7.0
3171,7.0,13.3
3172,13.3,7.9
3173,7.9,7.5
3174,7.5,8.3
3175,8.3,7.2
3176,7.2,6.5
3177,6.5,8.9
3178,8.9,7.4
3179,7.4,9.9
3180,9.9,9.3
3181,9.3,10.6
3182,10.6,8.6
3183,8.6,7.2
3184,7.2,12.6
3185,12.6,7.8
3186,7.8,6.3
3187,6.3,9.2
3188,9.2,5.8
3189,5.8,9.0
3190,9.0,5.0
3191,5.0,11.9
3192,11.9,13.4
3193,13.4,10.5
3194,10.5,6.2
3195,6.2,5.1
3196,5.1,9.5
3197,9.5,11.7
3198,11.7,9.2
3199,9.2,7.3
3200,7.3,9.7
3201,9.7,9.4
3202,9.4,10.0
3203,10.0,10.9
3204,10.9,11.0
3205,11.0,10.9
3206,10.9,8.0
3207,8.0,11.2
3208,11.2,7.5
3209,7.5,7.2
3210,7.2,13.2
3211,13.2,12.9
3212,12.9,9.4
3213,9.4,10.2
3214,10.2,9.5
3215,9.5,12.4
3216,12.4,10.2
3217,10.2,13.4
3218,13.4,11.6
3219,11.6,8.0
3220,8.0,9.0
3221,9.0,9.3
3222,9.3,13.5
3223,13.5,8.0
3224,8.0,8.1
3225,8.1,10.0
3226,10.0,8.5
3227,8.5,12.5
3228,12.5,15.0
3229,15.0,13.3
3230,13.3,11.0
3231,11.0,11.9
3232,11.9,8.3
3233,8.3,9.7
3234,9.7,11.3
3235,11.3,12.5
3236,12.5,9.4
3237,9.4,11.4
3238,11.4,13.2
3239,13.2,13.8
3240,13.8,16.0
3241,16.0,10.9
3242,10.9,11.9
3243,11.9,12.4
3244,12.4,13.2
3245,13.2,15.5
3246,15.5,21.6
3247,21.6,14.9
3248,14.9,14.4
3249,14.4,12.9
3250,12.9,13.1
3251,13.1,14.0
3252,14.0,17.9
3253,17.9,17.7
3254,17.7,16.3
3255,16.3,18.3
3256,18.3,13.7
3257,13.7,13.3
3258,13.3,10.6
3259,10.6,14.1
3260,14.1,16.0
3261,16.0,16.5
3262,16.5,14.1
3263,14.1,18.7
3264,18.7,16.2
3265,16.2,14.8
3266,14.8,12.6
3267,12.6,10.4
3268,10.4,12.2
3269,12.2,12.6
3270,12.6,12.1
3271,12.1,17.3
3272,17.3,16.4
3273,16.4,12.6
3274,12.6,12.3
3275,12.3,11.8
3276,11.8,12.0
3277,12.0,12.7
3278,12.7,16.4
3279,16.4,16.0
3280,16.0,13.3
3281,13.3,11.7
3282,11.7,10.4
3283,10.4,14.4
3284,14.4,12.7
3285,12.7,14.8
3286,14.8,13.3
3287,13.3,15.6
3288,15.6,14.5
3289,14.5,14.3
3290,14.3,15.3
3291,15.3,16.4
3292,16.4,14.8
3293,14.8,17.4
3294,17.4,18.8
3295,18.8,22.1
3296,22.1,19.0
3297,19.0,15.5
3298,15.5,15.8
3299,15.8,14.7
3300,14.7,10.7
3301,10.7,11.5
3302,11.5,15.0
3303,15.0,14.5
3304,14.5,14.5
3305,14.5,13.3
3306,13.3,14.3
3307,14.3,14.3
3308,14.3,20.5
3309,20.5,15.0
3310,15.0,17.1
3311,17.1,16.9
3312,16.9,16.9
3313,16.9,13.6
3314,13.6,16.4
3315,16.4,16.1
3316,16.1,12.0
3317,12.0,12.2
3318,12.2,14.8
3319,14.8,14.8
3320,14.8,14.4
3321,14.4,12.9
3322,12.9,13.4
3323,13.4,15.9
3324,15.9,16.1
3325,16.1,17.6
3326,17.6,15.6
3327,15.6,15.0
3328,15.0,13.0
3329,13.0,14.1
3330,14.1,17.3
3331,17.3,15.7
3332,15.7,18.6
3333,18.6,12.7
3334,12.7,14.0
3335,14.0,13.7
3336,13.7,16.3
3337,16.3,20.0
3338,20.0,17.0
3339,17.0,15.2
3340,15.2,16.5
3341,16.5,16.5
3342,16.5,17.3
3343,17.3,19.1
3344,19.1,19.3
3345,19.3,17.3
3346,17.3,19.0
3347,19.0,19.8
3348,19.8,19.3
3349,19.3,17.2
3350,17.2,14.2
3351,14.2,10.3
3352,10.3,13.0
3353,13.0,15.3
3354,15.3,15.0
3355,15.0,12.1
3356,12.1,9.2
3357,9.2,11.0
3358,11.0,15.0
3359,15.0,11.6
3360,11.6,11.6
3361,11.6,15.1
3362,15.1,15.0
3363,15.0,13.6
3364,13.6,12.5
3365,12.5,14.3
3366,14.3,16.0
3367,16.0,17.4
3368,17.4,16.9
3369,16.9,18.0
3370,18.0,20.6
3371,20.6,14.2
3372,14.2,10.9
3373,10.9,11.9
3374,11.9,13.3
3375,13.3,15.3
3376,15.3,14.7
3377,14.7,11.0
3378,11.0,12.2
3379,12.2,14.2
3380,14.2,17.0
3381,17.0,15.8
3382,15.8,15.2
3383,15.2,15.1
3384,15.1,14.7
3385,14.7,18.5
3386,18.5,16.4
3387,16.4,18.4
3388,18.4,15.1
3389,15.1,9.9
3390,9.9,10.2
3391,10.2,12.6
3392,12.6,13.2
3393,13.2,11.5
3394,11.5,13.8
3395,13.8,14.5
3396,14.5,14.7
3397,14.7,11.2
3398,11.2,12.7
3399,12.7,13.7
3400,13.7,11.5
3401,11.5,10.4
3402,10.4,8.9
3403,8.9,11.1
3404,11.1,9.5
3405,9.5,13.0
3406,13.0,13.9
3407,13.9,12.6
3408,12.6,14.3
3409,14.3,16.0
3410,16.0,13.3
3411,13.3,7.0
3412,7.0,4.9
3413,4.9,6.9
3414,6.9,13.7
3415,13.7,10.6
3416,10.6,12.3
3417,12.3,11.1
3418,11.1,10.2
3419,10.2,9.5
3420,9.5,8.9
3421,8.9,13.4
3422,13.4,9.1
3423,9.1,9.4
3424,9.4,8.7
3425,8.7,5.8
3426,5.8,4.5
3427,4.5,7.2
3428,7.2,10.0
3429,10.0,10.5
3430,10.5,10.7
3431,10.7,8.2
3432,8.2,6.1
3433,6.1,4.5
3434,4.5,6.1
3435,6.1,9.8
3436,9.8,9.7
3437,9.7,8.2
3438,8.2,8.4
3439,8.4,8.5
3440,8.5,10.4
3441,10.4,6.8
3442,6.8,6.0
3443,6.0,6.6
3444,6.6,7.8
3445,7.8,10.3
3446,10.3,7.2
3447,7.2,7.4
3448,7.4,11.4
3449,11.4,5.4
3450,5.4,4.4
3451,4.4,6.4
3452,6.4,9.3
3453,9.3,7.7
3454,7.7,8.1
3455,8.1,8.3
3456,8.3,9.1
3457,9.1,7.7
3458,7.7,10.6
3459,10.6,8.2
3460,8.2,7.9
3461,7.9,5.2
3462,5.2,5.9
3463,5.9,3.7
3464,3.7,5.6
3465,5.6,9.4
3466,9.4,7.4
3467,7.4,7.3
3468,7.3,7.7
3469,7.7,7.7
3470,7.7,9.3
3471,9.3,4.4
3472,4.4,5.7
3473,5.7,10.2
3474,10.2,10.2
3475,10.2,9.3
3476,9.3,5.4
3477,5.4,5.0
3478,5.0,7.6
3479,7.6,9.6
3480,9.6,10.4
3481,10.4,11.2
3482,11.2,9.1
3483,9.1,11.2
3484,11.2,6.8
3485,6.8,8.3
3486,8.3,9.7
3487,9.7,9.6
3488,9.6,9.8
3489,9.8,10.8
3490,10.8,9.2
3491,9.2,6.5
3492,6.5,8.1
3493,8.1,7.3
3494,7.3,7.9
3495,7.9,6.0
3496,6.0,5.0
3497,5.0,6.8
3498,6.8,9.8
3499,9.8,5.7
3500,5.7,8.6
3501,8.6,10.6
3502,10.6,7.8
3503,7.8,7.7
3504,7.7,8.6
3505,8.6,6.5
3506,6.5,6.9
3507,6.9,6.4
3508,6.4,8.5
3509,8.5,7.8
3510,7.8,9.3
3511,9.3,8.4
3512,8.4,7.8
3513,7.8,7.4
3514,7.4,7.7
3515,7.7,8.9
3516,8.9,9.7
3517,9.7,9.9
3518,9.9,6.1
3519,6.1,6.6
3520,6.6,7.6
3521,7.6,7.4
3522,7.4,8.0
3523,8.0,2.1
3524,2.1,5.9
3525,5.9,11.6
3526,11.6,8.6
3527,8.6,7.9
3528,7.9,6.0
3529,6.0,9.5
3530,9.5,8.6
3531,8.6,7.6
3532,7.6,10.4
3533,10.4,10.3
3534,10.3,7.5
3535,7.5,3.0
3536,3.0,5.3
3537,5.3,10.5
3538,10.5,14.6
3539,14.6,12.6
3540,12.6,9.8
3541,9.8,7.2
3542,7.2,10.1
3543,10.1,10.4
3544,10.4,3.7
3545,3.7,7.3
3546,7.3,11.6
3547,11.6,16.3
3548,16.3,9.6
3549,9.6,6.8
3550,6.8,5.2
3551,5.2,10.6
3552,10.6,16.3
3553,16.3,9.8
3554,9.8,4.6
3555,4.6,11.1
3556,11.1,8.7
3557,8.7,10.0
3558,10.0,11.3
3559,11.3,10.5
3560,10.5,9.9
3561,9.9,11.0
3562,11.0,14.0
3563,14.0,9.2
3564,9.2,9.8
3565,9.8,6.0
3566,6.0,9.8
3567,9.8,9.2
3568,9.2,11.8
3569,11.8,10.3
3570,10.3,7.5
3571,7.5,7.7
3572,7.7,15.8
3573,15.8,14.6
3574,14.6,10.5
3575,10.5,11.3
3576,11.3,10.9
3577,10.9,6.4
3578,6.4,10.9
3579,10.9,9.0
3580,9.0,10.9
3581,10.9,12.4
3582,12.4,11.6
3583,11.6,13.3
3584,13.3,14.4
3585,14.4,18.4
3586,18.4,13.6
3587,13.6,14.9
3588,14.9,14.8
3589,14.8,15.4
3590,15.4,11.8
3591,11.8,13.0
3592,13.0,11.1
3593,11.1,12.5
3594,12.5,18.3
3595,18.3,19.2
3596,19.2,15.4
3597,15.4,13.1
3598,13.1,11.5
3599,11.5,8.6
3600,8.6,12.6
3601,12.6,13.8
3602,13.8,14.6
3603,14.6,13.2
3604,13.2,12.3
3605,12.3,8.8
3606,8.8,10.7
3607,10.7,9.9
3608,9.9,8.3
3609,8.3,15.0
3610,15.0,12.2
3611,12.2,10.5
3612,10.5,11.1
3613,11.1,13.0
3614,13.0,12.9
3615,12.9,8.8
3616,8.8,14.7
3617,14.7,14.7
3618,14.7,12.7
3619,12.7,13.3
3620,13.3,13.2
3621,13.2,16.2
3622,16.2,17.3
3623,17.3,20.5
3624,20.5,20.2
3625,20.2,19.4
3626,19.4,15.5
3627,15.5,14.1
3628,14.1,11.0
3629,11.0,11.1
3630,11.1,14.0
3631,14.0,11.4
3632,11.4,12.5
3633,12.5,13.4
3634,13.4,13.6
3635,13.6,13.9
3636,13.9,17.2
3637,17.2,14.7
3638,14.7,15.4
3639,15.4,13.1
3640,13.1,13.2
3641,13.2,13.9
3642,13.9,10.0
3643,10.0,12.9
3644,12.9,14.6
3645,14.6,14.0
3646,14.0,13.6
3647,13.6,13.5
3648,13.5,15.7
3649,15.7,13.0
